Id,WnvPresent
1,0.009752600063719905
2,0.0036587919043962235
3,0.008018264973913012
4,0.0036587919043962235
5,0.0036587919043962235
6,0.0036587919043962235
7,0.0036587919043962235
8,0.0036587919043962235
9,0.01367915756793042
10,0.00387687314605753
11,0.018232557308035552
12,0.00387687314605753
13,0.00387687314605753
14,0.00387687314605753
15,0.00387687314605753
16,0.00387687314605753
17,0.027314848551449052
18,0.01232625192557488
19,0.0226596663032763
20,0.01232625192557488
21,0.01232625192557488
22,0.01232625192557488
23,0.01232625192557488
24,0.01232625192557488
25,0.0314335957792846
26,0.01073844327898217
27,0.029657748992125824
28,0.01073844327898217
29,0.01073844327898217
30,0.01073844327898217
31,0.01073844327898217
32,0.01073844327898217
33,0.0314335957792846
34,0.01073844327898217
35,0.02609299147592099
36,0.01073844327898217
37,0.01073844327898217
38,0.01073844327898217
39,0.01073844327898217
40,0.01073844327898217
41,0.0314335957792846
42,0.01073844327898217
43,0.02609299147592099
44,0.01073844327898217
45,0.01073844327898217
46,0.01073844327898217
47,0.01073844327898217
48,0.01073844327898217
49,0.0314335957792846
50,0.01073844327898217
51,0.02609299147592099
52,0.01073844327898217
53,0.01073844327898217
54,0.01073844327898217
55,0.01073844327898217
56,0.01073844327898217
57,0.0314335957792846
58,0.01073844327898217
59,0.029657748992125824
60,0.01073844327898217
61,0.01073844327898217
62,0.01073844327898217
63,0.01073844327898217
64,0.01073844327898217
65,0.0314335957792846
66,0.01073844327898217
67,0.02609299147592099
68,0.01073844327898217
69,0.01073844327898217
70,0.01073844327898217
71,0.01073844327898217
72,0.01073844327898217
73,0.05175310169331048
74,0.014157036303313148
75,0.0488872423048714
76,0.014157036303313148
77,0.014157036303313148
78,0.014157036303313148
79,0.014157036303313148
80,0.014157036303313148
81,0.0314335957792846
82,0.01073844327898217
83,0.02609299147592099
84,0.01073844327898217
85,0.01073844327898217
86,0.01073844327898217
87,0.01073844327898217
88,0.01073844327898217
89,0.01995190408534705
90,0.00447405263767624
91,0.024200344365188732
92,0.00447405263767624
93,0.00447405263767624
94,0.00447405263767624
95,0.00447405263767624
96,0.00447405263767624
97,0.03167337472963535
98,0.008532973425335618
99,0.038539748778165815
100,0.008532973425335618
101,0.008532973425335618
102,0.008532973425335618
103,0.008532973425335618
104,0.008532973425335618
105,0.024241988360075843
106,0.008241336507425895
107,0.02314363632461277
108,0.008241336507425895
109,0.008241336507425895
110,0.008241336507425895
111,0.008241336507425895
112,0.008241336507425895
113,0.022738771843664234
114,0.010234804037319016
115,0.015694601091866253
116,0.010234804037319016
117,0.010234804037319016
118,0.010234804037319016
119,0.010234804037319016
120,0.010234804037319016
121,0.013989488352040969
122,0.004503728976682053
123,0.014769899617769455
124,0.004503728976682053
125,0.004503728976682053
126,0.004503728976682053
127,0.004503728976682053
128,0.004503728976682053
129,0.040842532332176225
130,0.014042565146795255
131,0.03325443028012594
132,0.014042565146795255
133,0.014042565146795255
134,0.014042565146795255
135,0.014042565146795255
136,0.014042565146795255
137,0.03167337472963535
138,0.008532973425335618
139,0.03394475253909846
